import time: self [us] | cumulative | imported package
import time:      2950 |       2950 |         numba.core.typing.asnumbatype
import time:      2701 |      90681 |       numba.misc.special
import time:      2022 |       2022 |           numba.stencils
import time:      4781 |       4781 |               numba.core.imputils
import time:      2629 |       2629 |                 numba._helperlib
import time:      3156 |       3156 |                     numba.core.itanium_mangler
import time:      4197 |       7352 |                   numba.core.funcdesc
import time:      4322 |       4322 |                   numba.core.generators
import time:      2826 |       2826 |                   numba.core.removerefctpass
import time:      1367 |       1367 |                     numba._dynfunc
import time:      2620 |       3986 |                   numba.core.environment
import time:      7114 |       7114 |                     numba.core.controlflow
import time:      5923 |      13037 |                   numba.core.analysis
import time:      3069 |       3069 |                   numba.misc.firstlinefinder
import time:       900 |        900 |                     coverage
import time:      3078 |       3978 |                   numba.misc.coverage_support
import time:     12388 |      50955 |                 numba.core.lowering
import time:      8159 |       8159 |                     numba.cloudpickle.cloudpickle
import time:      2199 |      10357 |                   numba.cloudpickle
import time:      3264 |      13621 |                 numba.core.serialize
import time:     17520 |      84724 |               numba.core.pythonapi
import time:      4280 |      93784 |             numba.core.extending
import time:      6428 |       6428 |               numba.core.transforms
import time:      3390 |       9818 |             numba.core.postproc
import time:      3292 |       3292 |               numba.core.rewrites.registry
import time:      3564 |       3564 |               numba.core.rewrites.static_getitem
import time:      2817 |       2817 |               numba.core.rewrites.static_raise
import time:      2937 |       2937 |               numba.core.rewrites.static_binop
import time:      2593 |       2593 |               numba.core.rewrites.ir_print
import time:      3352 |      18553 |             numba.core.rewrites
import time:     16675 |     138829 |           numba.core.ir_utils
import time:      2032 |       2032 |             numba.core.descriptors
import time:      1215 |       1215 |                 numba._devicearray
import time:      1486 |       2700 |               numba._dispatcher
import time:      3784 |       3784 |                 numba.core.tracing
import time:     20345 |      20345 |                   numba.core.byteflow
import time:      2581 |       2581 |                   numba.core.unsafe
import time:      3764 |       3764 |                   numba.core.unsafe.eh
import time:      2298 |       2298 |                       numba.cpython
import time:      2686 |       4983 |                     numba.cpython.unsafe
import time:      2785 |       7768 |                   numba.cpython.unsafe.tuple
import time:     25442 |      59898 |                 numba.core.interpreter
import time:      6237 |       6237 |                 numba.core.bytecode
import time:      4493 |       4493 |                     numba.core.event
import time:      2522 |       2522 |                     numba.core.compiler_lock
import time:     14501 |      14501 |                                 numba.core.typeinfer
import time:      8682 |       8682 |                                 numba.stencils.stencilparfor
import time:      8276 |       8276 |                                 numba.core.typing.npydecl
import time:     20442 |      20442 |                                 numba.parfors.array_analysis
